0,1,1
0,9,1
0,10,1.41421
1,9,1.41421
1,2,1
1,10,1
1,11,1.41421
2,10,1.41421
2,3,1
2,11,1
2,12,1.41421
3,11,1.41421
3,4,1
3,12,1
3,13,1.41421
4,12,1.41421
4,5,1
4,13,1
4,14,1.41421
5,13,1.41421
5,6,1
5,14,1
5,15,1.41421
6,14,1.41421
6,7,1
6,15,1
6,16,1.41421
7,15,1.41421
7,8,1
7,16,1
7,17,1.41421
8,16,1.41421
9,10,1
9,18,1
9,19,1.41421
10,18,1.41421
10,11,1
10,19,1
10,20,1.41421
11,19,1.41421
11,12,1
11,20,1
11,21,1.41421
12,20,1.41421
12,13,1
12,21,1
12,22,1.41421
13,21,1.41421
13,14,1
13,22,1
13,23,1.41421
14,22,1.41421
14,15,1
14,23,1
14,24,1.41421
15,23,1.41421
15,16,1
15,24,1
15,25,1.41421
16,24,1.41421
16,17,1
16,25,1
16,26,1.41421
17,25,1.41421
18,19,1
18,27,1
18,28,1.41421
19,27,1.41421
19,20,1
19,28,1
19,29,1.41421
20,28,1.41421
20,21,1
20,29,1
20,30,1.41421
21,29,1.41421
21,22,1
21,30,1
21,31,1.41421
22,30,1.41421
22,23,1
22,31,1
22,32,1.41421
23,31,1.41421
23,24,1
23,32,1
23,33,1.41421
24,32,1.41421
24,25,1
24,33,1
24,34,1.41421
25,33,1.41421
25,26,1
25,34,1
25,35,1.41421
26,34,1.41421
27,28,1
27,36,1
27,37,1.41421
28,36,1.41421
28,29,1
28,37,1
28,38,1.41421
29,37,1.41421
29,30,1
29,38,1
29,39,1.41421
30,38,1.41421
30,31,1
30,39,1
30,40,1.41421
31,39,1.41421
31,32,1
31,40,1
31,41,1.41421
32,40,1.41421
32,33,1
32,41,1
32,42,1.41421
33,41,1.41421
33,34,1
33,42,1
33,43,1.41421
34,42,1.41421
34,35,1
34,43,1
34,44,1.41421
35,43,1.41421
36,37,1
36,45,1
36,46,1.41421
37,45,1.41421
37,38,1
37,46,1
37,47,1.41421
38,46,1.41421
38,39,1
38,47,1
38,48,1.41421
39,47,1.41421
39,40,1
39,48,1
39,49,1.41421
40,48,1.41421
40,41,1
40,49,1
40,50,1.41421
41,49,1.41421
41,42,1
41,50,1
41,51,1.41421
42,50,1.41421
42,43,1
42,51,1
42,52,1.41421
43,51,1.41421
43,44,1
43,52,1
43,53,1.41421
44,52,1.41421
45,46,1
45,54,1
45,55,1.41421
46,54,1.41421
46,47,1
46,55,1
46,56,1.41421
47,55,1.41421
47,48,1
47,56,1
47,57,1.41421
48,56,1.41421
48,49,1
48,57,1
48,58,1.41421
49,57,1.41421
49,50,1
49,58,1
49,59,1.41421
50,58,1.41421
50,51,1
50,59,1
50,60,1.41421
51,59,1.41421
51,52,1
51,60,1
51,61,1.41421
52,60,1.41421
52,53,1
52,61,1
52,62,1.41421
53,61,1.41421
54,55,1
54,63,1
54,64,1.41421
55,63,1.41421
55,56,1
55,64,1
55,65,1.41421
56,64,1.41421
56,57,1
56,65,1
56,66,1.41421
57,65,1.41421
57,58,1
57,66,1
57,67,1.41421
58,66,1.41421
58,59,1
58,67,1
58,68,1.41421
59,67,1.41421
59,60,1
59,68,1
59,69,1.41421
60,68,1.41421
60,61,1
60,69,1
60,70,1.41421
61,69,1.41421
61,62,1
61,70,1
61,71,1.41421
62,70,1.41421
63,64,1
63,72,1
63,73,1.41421
64,72,1.41421
64,65,1
64,73,1
64,74,1.41421
65,73,1.41421
65,66,1
65,74,1
65,75,1.41421
66,74,1.41421
66,67,1
66,75,1
66,76,1.41421
67,75,1.41421
67,68,1
67,76,1
67,77,1.41421
68,76,1.41421
68,69,1
68,77,1
68,78,1.41421
69,77,1.41421
69,70,1
69,78,1
69,79,1.41421
70,78,1.41421
70,71,1
70,79,1
70,80,1.41421
71,79,1.41421
8,17,1
17,26,1
26,35,1
35,44,1
44,53,1
53,62,1
62,71,1
71,80,1
72,73,1
73,74,1
74,75,1
75,76,1
76,77,1
77,78,1
78,79,1
79,80,1
