0.000114869,0.000115595
3.71669,3.5743
5.32307,4.77131
6.56611,5.34144
7.69925,5.51237
8.85256,5.34144
10.1615,4.77131
11.9014,3.5743
15.9999,0.000115604
3.55013,3.74086
4.21871,4.24626
5.51293,5.13173
6.62993,5.58819
7.69812,5.7322
8.78338,5.58819
9.9533,5.13173
11.346,4.24626
12.068,3.74086
4.73869,5.35569
5.09795,5.54671
5.83461,5.87077
6.74641,6.14115
7.69204,6.23339
8.64929,6.14115
9.59402,5.87077
10.3683,5.54671
10.7459,5.35569
5.30465,6.6029
5.55106,6.66706
6.1029,6.78465
6.84918,6.88853
7.68558,6.92945
8.5291,6.88853
9.29279,6.78465
9.86226,6.66706
10.114,6.6029
5.47431,7.73731
5.69399,7.73633
6.1944,7.73102
6.88965,7.72538
7.68289,7.72303
8.48151,7.72538
9.18967,7.73102
9.70225,7.73633
9.92419,7.73731
5.30465,8.88936
5.55106,8.82051
6.1029,8.68753
6.84918,8.56844
7.68558,8.52131
8.5291,8.56844
9.29279,8.68753
9.86226,8.82051
10.114,8.88936
4.73869,10.1941
5.09795,9.98708
5.83461,9.63018
6.74641,9.33104
7.69204,9.22865
8.64929,9.33104
9.59402,9.63018
10.3683,9.98708
10.7459,10.1941
3.55013,11.9256
4.21871,11.3735
5.51293,10.4021
6.62993,9.89939
7.69812,9.74046
8.78338,9.89939
9.9533,10.4021
11.346,11.3735
12.068,11.9256
0.000114857,15.9999
3.71669,12.0922
5.32307,10.7785
6.56611,10.1508
7.69925,9.96225
8.85256,10.1508
10.1615,10.7785
11.9014,12.0922
15.9999,15.9999
