-1.24345e-14,-5.32907e-15
7.45882,7.40374
10.3796,10.1868
12.3363,11.9231
13.8352,13.1186
15.088,13.9844
16.1941,14.6187
17.2088,15.0746
18.1666,15.383
19.0911,15.5617
20,15.6204
20.9089,15.5617
21.8334,15.383
22.7912,15.0746
23.8059,14.6187
24.912,13.9844
26.1648,13.1186
27.6637,11.9231
29.6204,10.1868
32.5412,7.40374
40,5.77316e-15
7.40374,7.45882
8.61799,8.61799
10.8928,10.7551
12.592,12.234
13.9819,13.3209
15.1779,14.1307
16.251,14.7333
17.2446,15.1704
18.1878,15.4677
19.1009,15.6405
20,15.6972
20.8991,15.6405
21.8122,15.4677
22.7554,15.1704
23.749,14.7333
24.8221,14.1307
26.0181,13.3209
27.408,12.234
29.1072,10.7551
31.382,8.61799
32.5963,7.45882
10.1868,10.3796
10.7551,10.8928
11.8671,11.8671
13.1354,12.9154
14.3075,13.7851
15.383,14.476
16.3828,15.0085
17.3285,15.4029
18.2376,15.6745
19.1241,15.8336
20,15.886
20.8759,15.8336
21.7624,15.6745
22.6715,15.4029
23.6172,15.0085
24.617,14.476
25.6925,13.7851
26.8646,12.9154
28.1329,11.8671
29.2449,10.8928
29.8132,10.3796
11.9231,12.3363
12.234,12.592
12.9154,13.1354
13.7941,13.7941
14.7328,14.4312
15.6625,14.9783
16.5673,15.42
17.4478,15.7566
18.3091,15.9925
19.1577,16.132
20,16.1782
20.8423,16.132
21.6909,15.9925
22.5522,15.7566
23.4327,15.42
24.3375,14.9783
25.2672,14.4312
26.2059,13.7941
27.0846,13.1354
27.766,12.592
28.0769,12.3363
13.1186,13.8352
13.3209,13.9819
13.7851,14.3075
14.4312,14.7328
15.1785,15.1785
15.9705,15.5895
16.7773,15.9374
17.5863,16.2108
18.3932,16.4062
19.1974,16.5232
20,16.5621
20.8026,16.5232
21.6068,16.4062
22.4137,16.2108
23.2227,15.9374
24.0295,15.5895
24.8215,15.1785
25.5688,14.7328
26.2149,14.3075
26.6791,13.9819
26.8814,13.8352
13.9844,15.088
14.1307,15.1779
14.476,15.383
14.9783,15.6625
15.5895,15.9705
16.2687,16.2687
16.9874,16.5314
17.728,16.7438
18.4804,16.8985
19.2389,16.9922
20,17.0236
20.7611,16.9922
21.5196,16.8985
22.272,16.7438
23.0126,16.5314
23.7313,16.2687
24.4105,15.9705
25.0217,15.6625
25.524,15.383
25.8693,15.1779
26.0156,15.088
14.6187,16.1941
14.7333,16.251
15.0085,16.3828
15.42,16.5673
15.9374,16.7773
16.5314,16.9874
17.178,17.178
17.8592,17.3357
18.5622,17.4525
19.2782,17.5239
20,17.548
20.7218,17.5239
21.4378,17.4525
22.1408,17.3357
22.822,17.178
23.4686,16.9874
24.0626,16.7773
24.58,16.5673
24.9915,16.3828
25.2667,16.251
25.3813,16.1941
15.0746,17.2088
15.1704,17.2446
15.4029,17.3285
15.7566,17.4478
16.2108,17.5863
16.7438,17.728
17.3357,17.8592
17.9696,17.9696
18.6319,18.0524
19.3118,18.1035
20,18.1208
20.6882,18.1035
21.3681,18.0524
22.0304,17.9696
22.6643,17.8592
23.2562,17.728
23.7892,17.5863
24.2434,17.4478
24.5971,17.3285
24.8296,17.2446
24.9254,17.2088
15.383,18.1666
15.4677,18.1878
15.6745,18.2376
15.9925,18.3091
16.4062,18.3932
16.8985,18.4804
17.4525,18.5622
18.0524,18.6319
18.6847,18.6847
19.3374,18.7174
20,18.7285
20.6626,18.7174
21.3153,18.6847
21.9476,18.6319
22.5475,18.5622
23.1015,18.4804
23.5938,18.3932
24.0075,18.3091
24.3255,18.2376
24.5323,18.1878
24.617,18.1666
15.5617,19.0911
15.6405,19.1009
15.8336,19.1241
16.132,19.1577
16.5232,19.1974
16.9922,19.2389
17.5239,19.2782
18.1035,19.3118
18.7174,19.3374
19.3533,19.3533
20,19.3588
20.6467,19.3533
21.2826,19.3374
21.8965,19.3118
22.4761,19.2782
23.0078,19.2389
23.4768,19.1974
23.868,19.1577
24.1664,19.1241
24.3595,19.1009
24.4383,19.0911
15.6204,20
15.6972,20
15.886,20
16.1782,20
16.5621,20
17.0236,20
17.548,20
18.1208,20
18.7285,20
19.3588,20
20,20
20.6412,20
21.2715,20
21.8792,20
22.452,20
22.9764,20
23.4379,20
23.8218,20
24.114,20
24.3028,20
24.3796,20
15.5617,20.9089
15.6405,20.8991
15.8336,20.8759
16.132,20.8423
16.5232,20.8026
16.9922,20.7611
17.5239,20.7218
18.1035,20.6882
18.7174,20.6626
19.3533,20.6467
20,20.6412
20.6467,20.6467
21.2826,20.6626
21.8965,20.6882
22.4761,20.7218
23.0078,20.7611
23.4768,20.8026
23.868,20.8423
24.1664,20.8759
24.3595,20.8991
24.4383,20.9089
15.383,21.8334
15.4677,21.8122
15.6745,21.7624
15.9925,21.6909
16.4062,21.6068
16.8985,21.5196
17.4525,21.4378
18.0524,21.3681
18.6847,21.3153
19.3374,21.2826
20,21.2715
20.6626,21.2826
21.3153,21.3153
21.9476,21.3681
22.5475,21.4378
23.1015,21.5196
23.5938,21.6068
24.0075,21.6909
24.3255,21.7624
24.5323,21.8122
24.617,21.8334
15.0746,22.7912
15.1704,22.7554
15.4029,22.6715
15.7566,22.5522
16.2108,22.4137
16.7438,22.272
17.3357,22.1408
17.9696,22.0304
18.6319,21.9476
19.3118,21.8965
20,21.8792
20.6882,21.8965
21.3681,21.9476
22.0304,22.0304
22.6643,22.1408
23.2562,22.272
23.7892,22.4137
24.2434,22.5522
24.5971,22.6715
24.8296,22.7554
24.9254,22.7912
14.6187,23.8059
14.7333,23.749
15.0085,23.6172
15.42,23.4327
15.9374,23.2227
16.5314,23.0126
17.178,22.822
17.8592,22.6643
18.5622,22.5475
19.2782,22.4761
20,22.452
20.7218,22.4761
21.4378,22.5475
22.1408,22.6643
22.822,22.822
23.4686,23.0126
24.0626,23.2227
24.58,23.4327
24.9915,23.6172
25.2667,23.749
25.3813,23.8059
13.9844,24.912
14.1307,24.8221
14.476,24.617
14.9783,24.3375
15.5895,24.0295
16.2687,23.7313
16.9874,23.4686
17.728,23.2562
18.4804,23.1015
19.2389,23.0078
20,22.9764
20.7611,23.0078
21.5196,23.1015
22.272,23.2562
23.0126,23.4686
23.7313,23.7313
24.4105,24.0295
25.0217,24.3375
25.524,24.617
25.8693,24.8221
26.0156,24.912
13.1186,26.1648
13.3209,26.0181
13.7851,25.6925
14.4312,25.2672
15.1785,24.8215
15.9705,24.4105
16.7773,24.0626
17.5863,23.7892
18.3932,23.5938
19.1974,23.4768
20,23.4379
20.8026,23.4768
21.6068,23.5938
22.4137,23.7892
23.2227,24.0626
24.0295,24.4105
24.8215,24.8215
25.5688,25.2672
26.2149,25.6925
26.6791,26.0181
26.8814,26.1648
11.9231,27.6637
12.234,27.408
12.9154,26.8646
13.7941,26.2059
14.7328,25.5688
15.6625,25.0217
16.5673,24.58
17.4478,24.2434
18.3091,24.0075
19.1577,23.868
20,23.8218
20.8423,23.868
21.6909,24.0075
22.5522,24.2434
23.4327,24.58
24.3375,25.0217
25.2672,25.5688
26.2059,26.2059
27.0846,26.8646
27.766,27.408
28.0769,27.6637
10.1868,29.6204
10.7551,29.1072
11.8671,28.1329
13.1354,27.0846
14.3075,26.2149
15.383,25.524
16.3828,24.9915
17.3285,24.5971
18.2376,24.3255
19.1241,24.1664
20,24.114
20.8759,24.1664
21.7624,24.3255
22.6715,24.5971
23.6172,24.9915
24.617,25.524
25.6925,26.2149
26.8646,27.0846
28.1329,28.1329
29.2449,29.1072
29.8132,29.6204
7.40374,32.5412
8.61799,31.382
10.8928,29.2449
12.592,27.766
13.9819,26.6791
15.1779,25.8693
16.251,25.2667
17.2446,24.8296
18.1878,24.5323
19.1009,24.3595
20,24.3028
20.8991,24.3595
21.8122,24.5323
22.7554,24.8296
23.749,25.2667
24.8221,25.8693
26.0181,26.6791
27.408,27.766
29.1072,29.2449
31.382,31.382
32.5963,32.5412
3.55271e-15,40
7.45882,32.5963
10.3796,29.8132
12.3363,28.0769
13.8352,26.8814
15.088,26.0156
16.1941,25.3813
17.2088,24.9254
18.1666,24.617
19.0911,24.4383
20,24.3796
20.9089,24.4383
21.8334,24.617
22.7912,24.9254
23.8059,25.3813
24.912,26.0156
26.1648,26.8814
27.6637,28.0769
29.6204,29.8132
32.5412,32.5963
40,40
